,table_name,field_name,field_value,language,translation,trans_id,lang,record_id,record_sub_id
1710,,,,,御座の石神社前,御座の石神社前,ja,,
1711,,,,,上田子の木,上田子の木,ja,,
1712,,,,,田子の木,田子の木,ja,,
1713,,,,,下田子の木,下田子の木,ja,,
1714,,,,,県発前,県発前,ja,,
1715,,,,,谷地村,谷地村,ja,,
1716,,,,,荷嶽館前,荷嶽館前,ja,,
1717,,,,,診療所前,診療所前,ja,,
1718,,,,,銅屋,銅屋,ja,,
1719,,,,,横手駅東口,横手駅東口,ja,,
1720,,,,,前郷二番町,前郷二番町,ja,,
1721,,,,,平和町角,平和町角,ja,,
1722,,,,,平和町,平和町,ja,,
1723,,,,,清川町入口,清川町入口,ja,,
1724,,,,,セントラル前,セントラル前,ja,,
1725,,,,,平鹿振興局前,平鹿振興局前,ja,,
1726,,,,,旭川中央,旭川中央,ja,,
1727,,,,,旭川三丁目,旭川三丁目,ja,,
1728,,,,,横手清陵学院前,横手清陵学院前,ja,,
1729,,,,,横手清陵学院入口,横手清陵学院入口,ja,,
1730,,,,,本郷,本郷,ja,,
1731,,,,,旭川二丁目,旭川二丁目,ja,,
1732,,,,,赤谷地,赤谷地,ja,,
1733,,,,,上八王寺,上八王寺,ja,,
1734,,,,,八王寺,八王寺,ja,,
1735,,,,,安田原,安田原,ja,,
1736,,,,,変電所前,変電所前,ja,,
1737,,,,,神明町,神明町,ja,,
1738,,,,,中央通り,中央通り,ja,,
1739,,,,,四日町上町,四日町上町,ja,,
1740,,,,,南小学校前,南小学校前,ja,,
1741,,,,,朝日が丘四丁目南口,朝日が丘四丁目南口,ja,,
1742,,,,,朝日が丘四丁目,朝日が丘四丁目,ja,,
1743,,,,,朝日が丘二丁目,朝日が丘二丁目,ja,,
1744,,,,,朝日が丘団地,朝日が丘団地,ja,,
1745,,,,,西山,西山,ja,,
1746,,,,,荒沼,荒沼,ja,,
1747,,,,,大沼下,大沼下,ja,,
1748,,,,,朝日が丘入口,朝日が丘入口,ja,,
1749,,,,,西赤坂,西赤坂,ja,,
1750,,,,,上赤坂,上赤坂,ja,,
1751,,,,,横手南中学校前,横手南中学校前,ja,,
1752,,,,,横手警察署前,横手警察署前,ja,,
1753,,,,,横山,横山,ja,,
1754,,,,,整備工場前,整備工場前,ja,,
1755,,,,,四日町上丁,四日町上丁,ja,,
1756,,,,,南小学校入口,南小学校入口,ja,,
1757,,,,,横手病院前,横手病院前,ja,,
1758,,,,,横手郵便局前,横手郵便局前,ja,,
1759,,,,,本町,本町,ja,,
1760,,,,,幸町,幸町,ja,,
1761,,,,,新坂,新坂,ja,,
1762,,,,,追廻入口,追廻入口,ja,,
1763,,,,,鶴巻町,鶴巻町,ja,,
1764,,,,,横手高校前,横手高校前,ja,,
1765,,,,,吉沢団地前,吉沢団地前,ja,,
1766,,,,,吉沢,吉沢,ja,,
1767,,,,,見入野会館前,見入野会館前,ja,,
1768,,,,,見入野,見入野,ja,,
1769,,,,,中島会館前,中島会館前,ja,,
1770,,,,,上台,上台,ja,,
1771,,,,,谷地中会館前,谷地中会館前,ja,,
1772,,,,,谷地中,谷地中,ja,,
1773,,,,,杉沢,杉沢,ja,,
1774,,,,,鶴谷地,鶴谷地,ja,,
1775,,,,,碇,碇,ja,,
1776,,,,,末広町,末広町,ja,,
1777,,,,,横手市役所本庁舎前,横手市役所本庁舎前,ja,,
1778,,,,,イオン前,イオン前,ja,,
1779,,,,,秋田ふるさと村,秋田ふるさと村,ja,,
1780,,,,,横手駅西口,横手駅西口,ja,,
1781,,,,,三枚橋交差点前,三枚橋交差点前,ja,,
1782,,,,,婦気橋前,婦気橋前,ja,,
1783,,,,,横手市役所条里南庁舎前,横手市役所条里南庁舎前,ja,,
1784,,,,,体育館前,体育館前,ja,,
1785,,,,,平鹿総合病院前,平鹿総合病院前,ja,,
1786,,,,,一の口,一の口,ja,,
1787,,,,,北都銀行横手西支店前,北都銀行横手西支店前,ja,,
1788,,,,,横手バスターミナル,横手バスターミナル,ja,,
1789,,,,,富士見町,富士見町,ja,,
1790,,,,,住吉町,住吉町,ja,,
1791,,,,,新国道,新国道,ja,,
1792,,,,,大関越,大関越,ja,,
1793,,,,,伏山,伏山,ja,,
1794,,,,,上三本柳,上三本柳,ja,,
1795,,,,,三本柳,三本柳,ja,,
1796,,,,,助太郎小屋,助太郎小屋,ja,,
1797,,,,,八丁入口,八丁入口,ja,,
1798,,,,,上赤川,上赤川,ja,,
1799,,,,,赤川,赤川,ja,,
1800,,,,,下赤川,下赤川,ja,,
1801,,,,,水越,水越,ja,,
1802,,,,,塚掘,塚掘,ja,,
1803,,,,,潤井野,潤井野,ja,,
1804,,,,,根田谷地,根田谷地,ja,,
1805,,,,,西根田谷地,西根田谷地,ja,,
1806,,,,,田根森郵便局前,田根森郵便局前,ja,,
1807,,,,,田根森,田根森,ja,,
1808,,,,,東団地前,東団地前,ja,,
1809,,,,,大雄地域局前,大雄地域局前,ja,,
1810,,,,,三村,三村,ja,,
1811,,,,,大雄体育館前,大雄体育館前,ja,,
1812,,,,,桜森,桜森,ja,,
1813,,,,,西桜森,西桜森,ja,,
1814,,,,,阿気郵便局前,阿気郵便局前,ja,,
1815,,,,,阿気上丁,阿気上丁,ja,,
1816,,,,,阿気西丁,阿気西丁,ja,,
1817,,,,,大上橋,大上橋,ja,,
1818,,,,,大森地域局前,大森地域局前,ja,,
1819,,,,,大中島住宅前,大中島住宅前,ja,,
1820,,,,,大森公園前,大森公園前,ja,,
1821,,,,,大森五日町,大森五日町,ja,,
1822,,,,,上五日町,上五日町,ja,,
1823,,,,,大森八日町,大森八日町,ja,,
1824,,,,,上八日町,上八日町,ja,,
1825,,,,,西野,西野,ja,,
1826,,,,,菅生田,菅生田,ja,,
1827,,,,,南部シルバーエリア,南部シルバーエリア,ja,,
1828,,,,,大森病院前,大森病院前,ja,,
1829,,,,,老健おおもり入口,老健おおもり入口,ja,,
1830,,,,,石町,石町,ja,,
1831,,,,,静町,静町,ja,,
1832,,,,,（福小屋）,（福小屋）,ja,,
1833,,,,,学校道,学校道,ja,,
1834,,,,,（映月荘）,（映月荘）,ja,,
1835,,,,,境町,境町,ja,,
1836,,,,,間明田,間明田,ja,,
1837,,,,,木舟,木舟,ja,,
1838,,,,,千本野,千本野,ja,,
1839,,,,,一本木（角間川線）,一本木（角間川線）,ja,,
1840,,,,,寺村,寺村,ja,,
1841,,,,,黒川学校前,黒川学校前,ja,,
1842,,,,,和野,和野,ja,,
1843,,,,,下和野,下和野,ja,,
1844,,,,,上中野,上中野,ja,,
1845,,,,,北中野,北中野,ja,,
1846,,,,,みなみ町,みなみ町,ja,,
1847,,,,,二本杉,二本杉,ja,,
1848,,,,,角間川上町,角間川上町,ja,,
1849,,,,,角間川中上町,角間川中上町,ja,,
1850,,,,,角間川本町,角間川本町,ja,,
1851,,,,,藤木角,藤木角,ja,,
1852,,,,,大保,大保,ja,,
1853,,,,,下大保,下大保,ja,,
1854,,,,,沼口,沼口,ja,,
1855,,,,,追分（角間川線）,追分（角間川線）,ja,,
1856,,,,,川の目,川の目,ja,,
1857,,,,,上飯田,上飯田,ja,,
1858,,,,,飯田団地前,飯田団地前,ja,,
1859,,,,,中飯田,中飯田,ja,,
1860,,,,,サンクエスト大曲入口,サンクエスト大曲入口,ja,,
1861,,,,,大曲農業高校前,大曲農業高校前,ja,,
1862,,,,,金谷町,金谷町,ja,,
1863,,,,,花園町,花園町,ja,,
1864,,,,,大曲小学校入口,大曲小学校入口,ja,,
1865,,,,,浜町,浜町,ja,,
1866,,,,,丸の内,丸の内,ja,,
1867,,,,,花火通り,花火通り,ja,,
1868,,,,,中通町,中通町,ja,,
1869,,,,,上大町11番町,上大町11番町,ja,,
1870,,,,,上大町二番町,上大町二番町,ja,,
1871,,,,,大曲高校角,大曲高校角,ja,,
1872,,,,,北都銀行前,北都銀行前,ja,,
1873,,,,,鍛治町,鍛治町,ja,,
1874,,,,,山内道角,山内道角,ja,,
1875,,,,,羽根山,羽根山,ja,,
1876,,,,,下長瀞,下長瀞,ja,,
1877,,,,,皿木,皿木,ja,,
1878,,,,,君ヶ原,君ヶ原,ja,,
1879,,,,,板井沢,板井沢,ja,,
1880,,,,,軽井沢入口,軽井沢入口,ja,,
1881,,,,,茂竹,茂竹,ja,,
1882,,,,,土淵,土淵,ja,,
1883,,,,,岩瀬,岩瀬,ja,,
1884,,,,,上岩瀬,上岩瀬,ja,,
1885,,,,,相野々駅前,相野々駅前,ja,,
1886,,,,,相野々,相野々,ja,,
1887,,,,,南相野々,南相野々,ja,,
1888,,,,,平野沢,平野沢,ja,,
1889,,,,,力石,力石,ja,,
1890,,,,,大畑,大畑,ja,,
1891,,,,,新処,新処,ja,,
1892,,,,,筏,筏,ja,,
1893,,,,,植田野,植田野,ja,,
1894,,,,,沢田,沢田,ja,,
1895,,,,,大平,大平,ja,,
1896,,,,,南郷温泉前,南郷温泉前,ja,,
1897,,,,,下南郷,下南郷,ja,,
1898,,,,,学習交流センター前,学習交流センター前,ja,,
1899,,,,,南郷,南郷,ja,,
1900,,,,,上南郷,上南郷,ja,,
1901,,,,,塩貝橋,塩貝橋,ja,,
1902,,,,,粕子瀬,粕子瀬,ja,,
1903,,,,,貝沢,貝沢,ja,,
1904,,,,,三ッ又,三ッ又,ja,,
1905,,,,,三ッ又温泉入口,三ッ又温泉入口,ja,,
1906,,,,,中山,中山,ja,,
1907,,,,,仁坂,仁坂,ja,,
1908,,,,,横手支援学校前,横手支援学校前,ja,,
1909,,,,,割山,割山,ja,,
1910,,,,,深間内,深間内,ja,,
1911,,,,,平成高校前,平成高校前,ja,,
1912,,,,,川登,川登,ja,,
1913,,,,,中清水,中清水,ja,,
1914,,,,,藤根,藤根,ja,,
1915,,,,,南藤根,南藤根,ja,,
1916,,,,,新町,新町,ja,,
1917,,,,,浅舞覚町,浅舞覚町,ja,,
1918,,,,,浅舞栄町,浅舞栄町,ja,,
1919,,,,,浅舞本町,浅舞本町,ja,,
1920,,,,,浅舞新道,浅舞新道,ja,,
1921,,,,,浅舞小学校前,浅舞小学校前,ja,,
1922,,,,,小勝田橋,小勝田橋,ja,,
1923,,,,,古舘,古舘,ja,,
1924,,,,,樽見内,樽見内,ja,,
1925,,,,,樽見内地蔵尊前,樽見内地蔵尊前,ja,,
1926,,,,,相川野,相川野,ja,,
1927,,,,,東里,東里,ja,,
1928,,,,,西東里,西東里,ja,,
1929,,,,,東槻,東槻,ja,,
1930,,,,,雄物川高校前,雄物川高校前,ja,,
1931,,,,,造山,造山,ja,,
1932,,,,,首塚,首塚,ja,,
1933,,,,,高花,高花,ja,,
1934,,,,,新道角,新道角,ja,,
1935,,,,,今宿,今宿,ja,,
1936,,,,,横道角,横道角,ja,,
1937,,,,,沼舘,沼舘,ja,,
1938,,,,,沼舘新道,沼舘新道,ja,,
1939,,,,,大巻,大巻,ja,,
1940,,,,,南形,南形,ja,,
1941,,,,,深井,深井,ja,,
1942,,,,,根羽子沢,根羽子沢,ja,,
1943,,,,,大沢下丁,大沢下丁,ja,,
1944,,,,,大沢中丁,大沢中丁,ja,,
1945,,,,,大沢上丁,大沢上丁,ja,,
1946,,,,,鳶ヶ沢入口,鳶ヶ沢入口,ja,,
1947,,,,,坂の下,坂の下,ja,,
1948,,,,,三井寺前・九品寺前,三井寺前・九品寺前,ja,,
1949,,,,,下久保,下久保,ja,,
1950,,,,,鳳中学校前,鳳中学校前,ja,,
1951,,,,,横手駅前,横手駅前,ja,,
1952,,,,,中野団地入口,中野団地入口,ja,,
1953,,,,,大屋中野,大屋中野,ja,,
1954,,,,,美砂古,美砂古,ja,,
1955,,,,,柳田,柳田,ja,,
1956,,,,,持田,持田,ja,,
1957,,,,,外の目,外の目,ja,,
1958,,,,,金屋,金屋,ja,,
1959,,,,,醍醐,醍醐,ja,,
1960,,,,,果樹試験場前,果樹試験場前,ja,,
1961,,,,,醍醐上丁,醍醐上丁,ja,,
1962,,,,,梨木下丁,梨木下丁,ja,,
1963,,,,,梨木上丁,梨木上丁,ja,,
1964,,,,,梨木神社前,梨木神社前,ja,,
1965,,,,,梨木公園前,梨木公園前,ja,,
1966,,,,,羽後交通案内所前,羽後交通案内所前,ja,,
1967,,,,,十文字本町,十文字本町,ja,,
1968,,,,,十文字駅,十文字駅,ja,,
1969,,,,,十文字駅西口,十文字駅西口,ja,,
1970,,,,,十文字駅前,十文字駅前,ja,,
1971,,,,,西仁井田,西仁井田,ja,,
1972,,,,,仁井田,仁井田,ja,,
1973,,,,,増田高校前,増田高校前,ja,,
1974,,,,,伊勢堂前,伊勢堂前,ja,,
1975,,,,,平和通り角,平和通り角,ja,,
1976,,,,,増田本町,増田本町,ja,,
1977,,,,,増田蔵の駅,増田蔵の駅,ja,,
1978,,,,,四ツ谷角,四ツ谷角,ja,,
1979,,,,,縫殿,縫殿,ja,,
1980,,,,,明戸,明戸,ja,,
1981,,,,,七株田,七株田,ja,,
1982,,,,,大門,大門,ja,,
1983,,,,,狐塚,狐塚,ja,,
1984,,,,,下八面,下八面,ja,,
1985,,,,,八面,八面,ja,,
1986,,,,,上八面,上八面,ja,,
1987,,,,,道上十字路,道上十字路,ja,,
1988,,,,,野村,野村,ja,,
1989,,,,,川連,川連,ja,,
1990,,,,,稲川庁舎前,稲川庁舎前,ja,,
1991,,,,,稲川中学校前,稲川中学校前,ja,,
1992,,,,,下の宿,下の宿,ja,,
1993,,,,,上下の宿,上下の宿,ja,,
1994,,,,,御嶽堂,御嶽堂,ja,,
1995,,,,,三梨菻田,三梨菻田,ja,,
1996,,,,,三梨,三梨,ja,,
1997,,,,,三梨新処,三梨新処,ja,,
1998,,,,,堀,堀,ja,,
1999,,,,,上久保入口,上久保入口,ja,,
2000,,,,,稲庭鍛冶屋敷,稲庭鍛冶屋敷,ja,,
2001,,,,,下新城,下新城,ja,,
2002,,,,,新城,新城,ja,,
2003,,,,,稲庭中町,稲庭中町,ja,,
2004,,,,,稲庭学校前,稲庭学校前,ja,,
2005,,,,,稲庭本町,稲庭本町,ja,,
2006,,,,,三嶋神社前,三嶋神社前,ja,,
2007,,,,,下梺,下梺,ja,,
2008,,,,,梺,梺,ja,,
2009,,,,,かまくら館前,かまくら館前,ja,,
2010,,,,,前郷一番町,前郷一番町,ja,,
2011,,,,,下早坂,下早坂,ja,,
2012,,,,,早坂,早坂,ja,,
2013,,,,,小沢,小沢,ja,,
2014,,,,,大谷,大谷,ja,,
2015,,,,,菅生,菅生,ja,,
2016,,,,,皆瀬庁舎前,皆瀬庁舎前,ja,,
2017,,,,,八王子,八王子,ja,,
2018,,,,,上八王子,上八王子,ja,,
2019,,,,,県立果樹試験場前,県立果樹試験場前,ja,,
2020,,,,,十文字四ツ角,十文字四ツ角,ja,,
2021,,,,,上町,上町,ja,,
2022,,,,,関の口,関の口,ja,,
2023,,,,,増田中学校前,増田中学校前,ja,,
2024,,,,,彦六塚前,彦六塚前,ja,,
2025,,,,,平鹿会館前,平鹿会館前,ja,,
2026,,,,,真人橋,真人橋,ja,,
2027,,,,,吉野,吉野,ja,,
2028,,,,,上吉野,上吉野,ja,,
2029,,,,,湯の沢,湯の沢,ja,,
2030,,,,,塞の神,塞の神,ja,,
2031,,,,,東成瀬役場前,東成瀬役場前,ja,,
2032,,,,,蛭川,蛭川,ja,,
2033,,,,,肴沢,肴沢,ja,,
2034,,,,,岩井川車庫前,岩井川車庫前,ja,,
2035,,,,,東村,東村,ja,,
2036,,,,,城下,城下,ja,,
2037,,,,,手倉,手倉,ja,,
2038,,,,,椿台,椿台,ja,,
2039,,,,,椿川,椿川,ja,,
2040,,,,,小五里台,小五里台,ja,,
2041,,,,,五里台,五里台,ja,,
2042,,,,,谷地橋,谷地橋,ja,,
2043,,,,,谷地,谷地,ja,,
2044,,,,,天江,天江,ja,,
2045,,,,,大柳,大柳,ja,,
2046,,,,,草の台,草の台,ja,,
2047,,,,,湯沢営業所,湯沢営業所,ja,,
2048,,,,,湯沢駅前角,湯沢駅前角,ja,,
2049,,,,,平清水,平清水,ja,,
2050,,,,,表町,表町,ja,,
2051,,,,,前森公園前,前森公園前,ja,,
2052,,,,,桜通り,桜通り,ja,,
2053,,,,,新所,新所,ja,,
2054,,,,,上成沢,上成沢,ja,,
2055,,,,,成沢,成沢,ja,,
2056,,,,,下湯沢駅,下湯沢駅,ja,,
2057,,,,,下湯沢駅北口,下湯沢駅北口,ja,,
2058,,,,,下湯沢駅西口,下湯沢駅西口,ja,,
2059,,,,,下湯沢駅前角,下湯沢駅前角,ja,,
2060,,,,,上岩崎,上岩崎,ja,,
2061,,,,,岩崎,岩崎,ja,,
2062,,,,,古内,古内,ja,,
2063,,,,,宝竜町,宝竜町,ja,,
2064,,,,,前森,前森,ja,,
2065,,,,,柳町,柳町,ja,,
2066,,,,,サンロード,サンロード,ja,,
2067,,,,,湯沢駅,湯沢駅,ja,,
2068,,,,,湯沢駅東口,湯沢駅東口,ja,,
2069,,,,,湯沢駅西口,湯沢駅西口,ja,,
2070,,,,,湯沢駅前,湯沢駅前,ja,,
2071,,,,,下新地,下新地,ja,,
2072,,,,,前森三丁目,前森三丁目,ja,,
2073,,,,,湯沢翔北高校前,湯沢翔北高校前,ja,,
2074,,,,,湯の原,湯の原,ja,,
2075,,,,,五月町,五月町,ja,,
2076,,,,,裏門住宅前,裏門住宅前,ja,,
2077,,,,,湯沢スキー場入口,湯沢スキー場入口,ja,,
2078,,,,,墓地公園前,墓地公園前,ja,,
2079,,,,,山谷,山谷,ja,,
2080,,,,,岩の沢,岩の沢,ja,,
2081,,,,,ダリア園前,ダリア園前,ja,,
2082,,,,,欠上り,欠上り,ja,,
2083,,,,,久保橋,久保橋,ja,,
2084,,,,,大館入口,大館入口,ja,,
2085,,,,,川連小学校前,川連小学校前,ja,,
2086,,,,,稲庭梺,稲庭梺,ja,,
2087,,,,,板戸,板戸,ja,,
2088,,,,,奥宮神社前,奥宮神社前,ja,,
2089,,,,,若畑,若畑,ja,,
2090,,,,,下野,下野,ja,,
2091,,,,,貝沼,貝沼,ja,,
2092,,,,,皆瀬ダム,皆瀬ダム,ja,,
2093,,,,,皆瀬更生園前,皆瀬更生園前,ja,,
2094,,,,,皿小屋,皿小屋,ja,,
2095,,,,,羽場橋,羽場橋,ja,,
2096,,,,,市野入口,市野入口,ja,,
2097,,,,,元小安,元小安,ja,,
2098,,,,,木地山高原入口,木地山高原入口,ja,,
2099,,,,,地蔵坂,地蔵坂,ja,,
2100,,,,,川原湯,川原湯,ja,,
2101,,,,,小安温泉スキー場前,小安温泉スキー場前,ja,,
2102,,,,,元湯,元湯,ja,,
2103,,,,,小安温泉,小安温泉,ja,,
2104,,,,,小湯ノ上,小湯ノ上,ja,,
2105,,,,,農産加工所前,農産加工所前,ja,,
2106,,,,,鳥谷,鳥谷,ja,,
2107,,,,,雄勝中央病院,雄勝中央病院,ja,,
2108,,,,,中屋敷,中屋敷,ja,,
2109,,,,,イオンＳＣ,イオンＳＣ,ja,,
2110,,,,,松の木,松の木,ja,,
2111,,,,,湯沢変電所前,湯沢変電所前,ja,,
2112,,,,,湯沢高校前,湯沢高校前,ja,,
2113,,,,,小安地熱センター前,小安地熱センター前,ja,,
2114,,,,,大町,大町,ja,,
2115,,,,,田町角,田町角,ja,,
2116,,,,,吹張橋,吹張橋,ja,,
2117,,,,,湯沢高校入口,湯沢高校入口,ja,,
2118,,,,,愛宕町,愛宕町,ja,,
2119,,,,,愛宕公園入口,愛宕公園入口,ja,,
2120,,,,,国道出張所前,国道出張所前,ja,,
2121,,,,,南中学校前,南中学校前,ja,,
2122,,,,,関口寺沢,関口寺沢,ja,,
2123,,,,,堤前,堤前,ja,,
2124,,,,,関口,関口,ja,,
2125,,,,,三関学校前,三関学校前,ja,,
2126,,,,,上の宿橋,上の宿橋,ja,,
2127,,,,,上関,上関,ja,,
2128,,,,,三関,三関,ja,,
2129,,,,,三関駅前,三関駅前,ja,,
2130,,,,,横上,横上,ja,,
2131,,,,,新木野道,新木野道,ja,,
2132,,,,,須川,須川,ja,,
2133,,,,,泉沢口,泉沢口,ja,,
2134,,,,,平城道,平城道,ja,,
2135,,,,,桑ヶ崎,桑ヶ崎,ja,,
2136,,,,,水口,水口,ja,,
2137,,,,,十日町,十日町,ja,,
2138,,,,,寺町,寺町,ja,,
2139,,,,,芍薬塚,芍薬塚,ja,,
2140,,,,,上谷地道,上谷地道,ja,,
2141,,,,,堺町,堺町,ja,,
2142,,,,,横堀駅,横堀駅,ja,,
2143,,,,,横堀駅東口,横堀駅東口,ja,,
2144,,,,,横堀駅前,横堀駅前,ja,,
2145,,,,,愛宕町三丁目,愛宕町三丁目,ja,,
2146,,,,,雄勝振興局前,雄勝振興局前,ja,,
2147,,,,,ジュネス栗駒入口,ジュネス栗駒入口,ja,,
2148,,,,,野尻,野尻,ja,,
2149,,,,,入道,入道,ja,,
2150,,,,,清水町,清水町,ja,,
2151,,,,,トロ橋,トロ橋,ja,,
2152,,,,,下トロ橋,下トロ橋,ja,,
2153,,,,,両神,両神,ja,,
2154,,,,,上倉内,上倉内,ja,,
2155,,,,,中倉内,中倉内,ja,,
2156,,,,,倉内,倉内,ja,,
2157,,,,,下倉内,下倉内,ja,,
2158,,,,,千刈,千刈,ja,,
2159,,,,,幡野,幡野,ja,,
2160,,,,,上柳田,上柳田,ja,,
2161,,,,,柳田橋,柳田橋,ja,,
2162,,,,,掵の上児童館前,掵の上児童館前,ja,,
2163,,,,,掵の上,掵の上,ja,,
2164,,,,,三輪,三輪,ja,,
2165,,,,,三輪神社前,三輪神社前,ja,,
2166,,,,,杉の宮,杉の宮,ja,,
2167,,,,,田畑入口,田畑入口,ja,,
2168,,,,,あぐりこ,あぐりこ,ja,,
2169,,,,,羽後警察前,羽後警察前,ja,,
2170,,,,,橋場,橋場,ja,,
2171,,,,,北都銀行角,北都銀行角,ja,,
2172,,,,,小学校前,小学校前,ja,,
2173,,,,,桜井町,桜井町,ja,,
2174,,,,,羽後高校前,羽後高校前,ja,,
2175,,,,,栄町,栄町,ja,,
2176,,,,,仲町,仲町,ja,,
2177,,,,,元城下,元城下,ja,,
2178,,,,,元城,元城,ja,,
2179,,,,,元西公民館前,元西公民館前,ja,,
2180,,,,,元西馬音内,元西馬音内,ja,,
2181,,,,,元城上,元城上,ja,,
2182,,,,,西馬音内堀回,西馬音内堀回,ja,,
2183,,,,,郷ノ目,郷ノ目,ja,,
2184,,,,,梺橋,梺橋,ja,,
2185,,,,,上沖鶴,上沖鶴,ja,,
2186,,,,,文化会館前,文化会館前,ja,,
2187,,,,,沖鶴,沖鶴,ja,,
2188,,,,,中央公園前,中央公園前,ja,,
2189,,,,,中川原,中川原,ja,,
2190,,,,,深堀下,深堀下,ja,,
2191,,,,,深堀上,深堀上,ja,,
2192,,,,,下中屋敷,下中屋敷,ja,,
2193,,,,,白山神社前,白山神社前,ja,,
2194,,,,,雄勝調剤薬局,雄勝調剤薬局,ja,,
2195,,,,,石堂,石堂,ja,,
2196,,,,,下深井,下深井,ja,,
2197,,,,,側清水,側清水,ja,,
2198,,,,,六郷大町,六郷大町,ja,,
2199,,,,,六郷上町,六郷上町,ja,,
2200,,,,,天神堂,天神堂,ja,,
2201,,,,,明天地野,明天地野,ja,,
2202,,,,,野荒町下丁,野荒町下丁,ja,,
2203,,,,,野荒町中丁,野荒町中丁,ja,,
2204,,,,,野荒町,野荒町,ja,,
2205,,,,,下新道,下新道,ja,,
2206,,,,,新道,新道,ja,,
2207,,,,,長岡森,長岡森,ja,,
2208,,,,,金沢本町,金沢本町,ja,,
2209,,,,,金沢公園前,金沢公園前,ja,,
2210,,,,,金沢新町,金沢新町,ja,,
2211,,,,,金沢中野,金沢中野,ja,,
2212,,,,,三貫堰,三貫堰,ja,,
2213,,,,,御所野,御所野,ja,,
2214,,,,,瀬下,瀬下,ja,,
2215,,,,,新堀,新堀,ja,,
2216,,,,,島,島,ja,,
2217,,,,,舘前,舘前,ja,,
2218,,,,,上舘前,上舘前,ja,,
2219,,,,,ＪＡ内小友支店前,ＪＡ内小友支店前,ja,,
2220,,,,,九十九沢,九十九沢,ja,,
2221,,,,,下田橋,下田橋,ja,,
2222,,,,,下田,下田,ja,,
2223,,,,,板井田,板井田,ja,,
2224,,,,,松田,松田,ja,,
2225,,,,,（川西学校前）,（川西学校前）,ja,,
2226,,,,,袴形,袴形,ja,,
2227,,,,,(神成),(神成),ja,,
2228,,,,,二ッ森,二ッ森,ja,,
2229,,,,,（十日町）,（十日町）,ja,,
2230,,,,,剣花,剣花,ja,,
2231,,,,,湯の島,湯の島,ja,,
2232,,,,,須和町,須和町,ja,,
2233,,,,,福見町,福見町,ja,,
2234,,,,,丸子町,丸子町,ja,,
2235,,,,,保屋,保屋,ja,,
2236,,,,,戸地谷,戸地谷,ja,,
2237,,,,,水里,水里,ja,,
2238,,,,,仙北支所前,仙北支所前,ja,,
2239,,,,,金堀,金堀,ja,,
2240,,,,,高梨小学校前,高梨小学校前,ja,,
2241,,,,,薬師,薬師,ja,,
2242,,,,,払田,払田,ja,,
2243,,,,,（下川原）,（下川原）,ja,,
2244,,,,,下払田,下払田,ja,,
2245,,,,,中払田,中払田,ja,,
2246,,,,,（埋蔵文化センター前）,（埋蔵文化センター前）,ja,,
2247,,,,,上払田,上払田,ja,,
2248,,,,,土崎,土崎,ja,,
2249,,,,,中村,中村,ja,,
2250,,,,,馬場添,馬場添,ja,,
2251,,,,,真昼川橋,真昼川橋,ja,,
2252,,,,,川口,川口,ja,,
2253,,,,,日の出町,日の出町,ja,,
2254,,,,,ハローワーク入口,ハローワーク入口,ja,,
2255,,,,,イーストモール,イーストモール,ja,,
2256,,,,,イオンモール大曲,イオンモール大曲,ja,,
2257,,,,,仙北振興局入口,仙北振興局入口,ja,,
2258,,,,,田町一番町,田町一番町,ja,,
2259,,,,,広域消防署前,広域消防署前,ja,,
2260,,,,,上大町,上大町,ja,,
2261,,,,,元田茂木,元田茂木,ja,,
2262,,,,,ふれあい文化センター前,ふれあい文化センター前,ja,,
2263,,,,,下田茂木,下田茂木,ja,,
2264,,,,,上田茂木,上田茂木,ja,,
2265,,,,,西寺村,西寺村,ja,,
2266,,,,,下福田,下福田,ja,,
2267,,,,,横堀小学校前,横堀小学校前,ja,,
2268,,,,,南福島,南福島,ja,,
2269,,,,,王野田,王野田,ja,,
2270,,,,,鶴田,鶴田,ja,,
2271,,,,,熊元,熊元,ja,,
2272,,,,,上村,上村,ja,,
2273,,,,,中里温泉前,中里温泉前,ja,,
2274,,,,,中里温泉入口,中里温泉入口,ja,,
2275,,,,,上砂留,上砂留,ja,,
2276,,,,,下小曽野,下小曽野,ja,,
2277,,,,,上小曽野,上小曽野,ja,,
2278,,,,,北野,北野,ja,,
2279,,,,,長信田,長信田,ja,,
2280,,,,,長信田車庫前,長信田車庫前,ja,,
2281,,,,,惣行会館前,惣行会館前,ja,,
2282,,,,,奥羽山荘,奥羽山荘,ja,,
2283,,,,,花館上丁,花館上丁,ja,,
2284,,,,,花館小学校前,花館小学校前,ja,,
2285,,,,,下柳町,下柳町,ja,,
2286,,,,,間倉,間倉,ja,,
2287,,,,,館ノ越,館ノ越,ja,,
2288,,,,,神岡小学校前,神岡小学校前,ja,,
2289,,,,,神宮寺駅前角,神宮寺駅前角,ja,,
2290,,,,,平和中学校前,平和中学校前,ja,,
2291,,,,,かみおか温泉,かみおか温泉,ja,,
2292,,,,,内大坪,内大坪,ja,,
2293,,,,,北楢岡上町,北楢岡上町,ja,,
2294,,,,,北楢岡中町,北楢岡中町,ja,,
2295,,,,,北楢岡下町,北楢岡下町,ja,,
2296,,,,,嶋,嶋,ja,,
2297,,,,,宇留井谷地,宇留井谷地,ja,,
2298,,,,,船戸,船戸,ja,,
